sweep,run_id,key,value
reach2#1,1786651296-646925,commit,c4447a19a532161e27dcbfe54495affd8c8d23cb
reach2#1,1786651296-646925,dirty,true
reach2#1,1786651296-646925,constants_digest,1f20c8bddfdf
reach2#1,1786651296-646925,bank_up_to,5
reach2#1,1786651296-646925,season,2022-23<-2021-22
reach2#1,1786651296-646925,season,2023-24<-2022-23
reach2#1,1786651296-646925,season,2024-25<-2023-24
reach2#1,1786651296-646925,season,2025-26<-2024-25
reach2#1,1786651296-646925,start_gw,1
reach2#1,1786651296-646925,start_gw,16
reach2#1,1786651296-646925,declared_arm,0	shipped (baseline)
reach2#1,1786651296-646925,declared_arm,1	min_gain = 3.0 (far above the binding 0.4)
reach2#1,1786651296-646925,declared_arm,2	free_transfer_value = 0
reach2#1,1786651296-646925,declared_arm,3	bank_up_to = 1
reach2#1,1786651296-646925,declared_arm,4	max_hits = 0
reach2#1,1786651296-646925,declared_arm,5	decision_horizon = 1
reach2#1,1786651296-646925,declared_arm,6	bank_lookahead on
reach2#1,1786651296-646925,declared_arm,7	min_expected_minutes = 0 (no floor)
reach2#1,1786651296-646925,declared_arm,8	min_expected_minutes = 89 (near-total floor)
reach2#1,1786651296-646925,declared_arm,9	bench_weight = 0
reach2#1,1786651296-646925,declared_arm,10	bench_weight = 0.30 (past the recorded cliff)
reach2#1,1786651296-646925,declared_arm,11	minutes_half_life = 1
reach2#1,1786651296-646925,declared_arm,12	minutes_half_life = 20
reach2#1,1786651296-646925,declared_arm,13	weekly_xi off
reach2#1,1786651296-646925,declared_arm,14	prepare_bench_boost on
reach2#1,1786651296-646925,declared_arm,15	prepare_triple_captain on
reach2#1,1786651296-646925,declared_arm,16	unified appearance off (legacy 0.624 rule)
reach2#1,1786651296-646925,declared_arm,17	fixed bench tuple (derived slots off)
reach2#1,1786651296-646925,constant,chip_plan.bench_boost_gameweek	8
reach2#1,1786651296-646925,constant,chip_plan.free_hit_gameweek	16
reach2#1,1786651296-646925,constant,chip_plan.triple_captain_gameweek	9
reach2#1,1786651296-646925,constant,chip_plan.wildcard_gameweek	6
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.ARS[0].competition	League Cup
reach2#1,1786651296-646925,constant,"congestion.domestic_cup_campaigns.ARS[0].match_dates	5 items, sha 3f0a0705"
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.ARS[0].note	enters at round three as a European qualifier
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.ARS[0].start_date	2026-09-15
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.AVL[0].competition	League Cup
reach2#1,1786651296-646925,constant,"congestion.domestic_cup_campaigns.AVL[0].match_dates	5 items, sha 3f0a0705"
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.AVL[0].note	enters at round three as a European qualifier
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.AVL[0].start_date	2026-09-15
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.BHA[0].competition	League Cup
reach2#1,1786651296-646925,constant,"congestion.domestic_cup_campaigns.BHA[0].match_dates	5 items, sha 3f0a0705"
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.BHA[0].note	enters at round three as a European qualifier
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.BHA[0].start_date	2026-09-15
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.BOU[0].competition	League Cup
reach2#1,1786651296-646925,constant,"congestion.domestic_cup_campaigns.BOU[0].match_dates	5 items, sha 3f0a0705"
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.BOU[0].note	enters at round three as a European qualifier
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.BOU[0].start_date	2026-09-15
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.BRE[0].competition	League Cup
reach2#1,1786651296-646925,constant,"congestion.domestic_cup_campaigns.BRE[0].match_dates	6 items, sha f7a87904"
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.BRE[0].note	enters at round two
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.BRE[0].start_date	2026-08-26
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.CHE[0].competition	League Cup
reach2#1,1786651296-646925,constant,"congestion.domestic_cup_campaigns.CHE[0].match_dates	6 items, sha f7a87904"
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.CHE[0].note	enters at round two
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.CHE[0].start_date	2026-08-26
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.COV[0].competition	League Cup
reach2#1,1786651296-646925,constant,"congestion.domestic_cup_campaigns.COV[0].match_dates	6 items, sha f7a87904"
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.COV[0].note	enters at round two
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.COV[0].start_date	2026-08-26
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.CRY[0].competition	League Cup
reach2#1,1786651296-646925,constant,"congestion.domestic_cup_campaigns.CRY[0].match_dates	5 items, sha 3f0a0705"
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.CRY[0].note	enters at round three as a European qualifier
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.CRY[0].start_date	2026-09-15
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.EVE[0].competition	League Cup
reach2#1,1786651296-646925,constant,"congestion.domestic_cup_campaigns.EVE[0].match_dates	6 items, sha f7a87904"
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.EVE[0].note	enters at round two
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.EVE[0].start_date	2026-08-26
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.FUL[0].competition	League Cup
reach2#1,1786651296-646925,constant,"congestion.domestic_cup_campaigns.FUL[0].match_dates	6 items, sha f7a87904"
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.FUL[0].note	enters at round two
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.FUL[0].start_date	2026-08-26
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.HUL[0].competition	League Cup
reach2#1,1786651296-646925,constant,"congestion.domestic_cup_campaigns.HUL[0].match_dates	6 items, sha f7a87904"
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.HUL[0].note	enters at round two
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.HUL[0].start_date	2026-08-26
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.IPS[0].competition	League Cup
reach2#1,1786651296-646925,constant,"congestion.domestic_cup_campaigns.IPS[0].match_dates	6 items, sha f7a87904"
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.IPS[0].note	enters at round two
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.IPS[0].start_date	2026-08-26
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.LEE[0].competition	League Cup
reach2#1,1786651296-646925,constant,"congestion.domestic_cup_campaigns.LEE[0].match_dates	6 items, sha f7a87904"
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.LEE[0].note	enters at round two
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.LEE[0].start_date	2026-08-26
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.LIV[0].competition	League Cup
reach2#1,1786651296-646925,constant,"congestion.domestic_cup_campaigns.LIV[0].match_dates	5 items, sha 3f0a0705"
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.LIV[0].note	enters at round three as a European qualifier
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.LIV[0].start_date	2026-09-15
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.MCI[0].competition	League Cup
reach2#1,1786651296-646925,constant,"congestion.domestic_cup_campaigns.MCI[0].match_dates	5 items, sha 3f0a0705"
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.MCI[0].note	enters at round three as a European qualifier
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.MCI[0].start_date	2026-09-15
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.MUN[0].competition	League Cup
reach2#1,1786651296-646925,constant,"congestion.domestic_cup_campaigns.MUN[0].match_dates	5 items, sha 3f0a0705"
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.MUN[0].note	enters at round three as a European qualifier
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.MUN[0].start_date	2026-09-15
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.NEW[0].competition	League Cup
reach2#1,1786651296-646925,constant,"congestion.domestic_cup_campaigns.NEW[0].match_dates	6 items, sha f7a87904"
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.NEW[0].note	enters at round two
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.NEW[0].start_date	2026-08-26
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.NFO[0].competition	League Cup
reach2#1,1786651296-646925,constant,"congestion.domestic_cup_campaigns.NFO[0].match_dates	6 items, sha f7a87904"
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.NFO[0].note	enters at round two
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.NFO[0].start_date	2026-08-26
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.SUN[0].competition	League Cup
reach2#1,1786651296-646925,constant,"congestion.domestic_cup_campaigns.SUN[0].match_dates	5 items, sha 3f0a0705"
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.SUN[0].note	enters at round three as a European qualifier
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.SUN[0].start_date	2026-09-15
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.TOT[0].competition	League Cup
reach2#1,1786651296-646925,constant,"congestion.domestic_cup_campaigns.TOT[0].match_dates	6 items, sha f7a87904"
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.TOT[0].note	enters at round two
reach2#1,1786651296-646925,constant,congestion.domestic_cup_campaigns.TOT[0].start_date	2026-08-26
reach2#1,1786651296-646925,constant,congestion.domestic_cup_penalty	1
reach2#1,1786651296-646925,constant,congestion.european_campaigns.ARS[0].competition	UCL
reach2#1,1786651296-646925,constant,congestion.european_campaigns.ARS[0].start_date	2026-09-08
reach2#1,1786651296-646925,constant,congestion.european_campaigns.AVL[0].competition	UCL
reach2#1,1786651296-646925,constant,congestion.european_campaigns.AVL[0].start_date	2026-09-08
reach2#1,1786651296-646925,constant,congestion.european_campaigns.BHA[0].competition	UECL
reach2#1,1786651296-646925,constant,congestion.european_campaigns.BHA[0].end_date	2026-08-27
reach2#1,1786651296-646925,constant,"congestion.european_campaigns.BHA[0].match_dates	2 items, sha 488b402a"
reach2#1,1786651296-646925,constant,"congestion.european_campaigns.BHA[0].note	play-off round, two legs; progression not yet known"
reach2#1,1786651296-646925,constant,congestion.european_campaigns.BHA[0].start_date	2026-08-20
reach2#1,1786651296-646925,constant,congestion.european_campaigns.BHA[1].competition	UECL
reach2#1,1786651296-646925,constant,"congestion.european_campaigns.BHA[1].note	league phase, conditional on winning the play-off"
reach2#1,1786651296-646925,constant,congestion.european_campaigns.BHA[1].start_date	2026-10-15
reach2#1,1786651296-646925,constant,congestion.european_campaigns.BOU[0].competition	UEL
reach2#1,1786651296-646925,constant,congestion.european_campaigns.BOU[0].start_date	2026-09-16
reach2#1,1786651296-646925,constant,congestion.european_campaigns.CRY[0].competition	UEL
reach2#1,1786651296-646925,constant,congestion.european_campaigns.CRY[0].start_date	2026-09-16
reach2#1,1786651296-646925,constant,congestion.european_campaigns.LIV[0].competition	UCL
reach2#1,1786651296-646925,constant,congestion.european_campaigns.LIV[0].start_date	2026-09-08
reach2#1,1786651296-646925,constant,congestion.european_campaigns.MCI[0].competition	UCL
reach2#1,1786651296-646925,constant,congestion.european_campaigns.MCI[0].start_date	2026-09-08
reach2#1,1786651296-646925,constant,congestion.european_campaigns.MUN[0].competition	UCL
reach2#1,1786651296-646925,constant,congestion.european_campaigns.MUN[0].start_date	2026-09-08
reach2#1,1786651296-646925,constant,congestion.european_campaigns.SUN[0].competition	UEL
reach2#1,1786651296-646925,constant,congestion.european_campaigns.SUN[0].start_date	2026-09-16
reach2#1,1786651296-646925,constant,congestion.long_haul_penalty	1
reach2#1,1786651296-646925,constant,"congestion.long_haul_regions	2 items, sha 925816c9"
reach2#1,1786651296-646925,constant,congestion.post_break_penalty	1
reach2#1,1786651296-646925,constant,"congestion.regular_international_regions	5 items, sha 99456437"
reach2#1,1786651296-646925,constant,congestion.short_rest_penalty	1
reach2#1,1786651296-646925,constant,congestion.status_last_verified	2026-08-04
reach2#1,1786651296-646925,constant,congestion.ucl_penalty	1
reach2#1,1786651296-646925,constant,congestion.uecl_penalty	1
reach2#1,1786651296-646925,constant,congestion.uel_penalty	1
reach2#1,1786651296-646925,constant,congestion.very_short_rest_penalty	1
reach2#1,1786651296-646925,constant,review_policy.always_act_on_ruled_out_starter	true
reach2#1,1786651296-646925,constant,review_policy.bank_transfers_up_to	5
reach2#1,1786651296-646925,constant,review_policy.free_transfer_value	2
reach2#1,1786651296-646925,constant,review_policy.max_hits_per_week	1
reach2#1,1786651296-646925,constant,review_policy.min_gain_for_free_transfer	0.4
reach2#1,1786651296-646925,constant,review_policy.min_net_gain_for_minus_4	3
reach2#1,1786651296-646925,constant,"review_policy.rules	8 items, sha ead95ae5"
reach2#1,1786651296-646925,constant,review_policy.scheduled_run_lead_hours	6
reach2#1,1786651296-646925,constant,"role_risk.confirmed_starters	4 items, sha 0a0f53ae"
reach2#1,1786651296-646925,constant,"role_risk.new_coach_clubs	10 items, sha 3abb2b37"
reach2#1,1786651296-646925,constant,role_risk.new_coach_gameweeks	6
reach2#1,1786651296-646925,constant,role_risk.new_coach_penalty	1
reach2#1,1786651296-646925,constant,role_risk.new_signing_gameweeks	5
reach2#1,1786651296-646925,constant,role_risk.new_signing_penalty	0.88
reach2#1,1786651296-646925,constant,weights.band_strength	0
reach2#1,1786651296-646925,constant,weights.bench_weight	0.1
reach2#1,1786651296-646925,constant,weights.blank_run_penalty	0.75
reach2#1,1786651296-646925,constant,weights.blend_minutes_k	5
reach2#1,1786651296-646925,constant,weights.blend_rate_k	8
reach2#1,1786651296-646925,constant,weights.bonus_prior_weight	0.5
reach2#1,1786651296-646925,constant,weights.bonus_weight	1.5
reach2#1,1786651296-646925,constant,weights.defcon_clean_coupling	0.3
reach2#1,1786651296-646925,constant,weights.fixture_horizon	5
reach2#1,1786651296-646925,constant,weights.fixture_weight	0.65
reach2#1,1786651296-646925,constant,weights.league_shrink_k	8
reach2#1,1786651296-646925,constant,weights.minutes_half_life	4
reach2#1,1786651296-646925,constant,weights.minutes_weight	1.25
reach2#1,1786651296-646925,constant,weights.minutes_weight_by_position.DEF	1
reach2#1,1786651296-646925,constant,weights.minutes_weight_by_position.FWD	1
reach2#1,1786651296-646925,constant,weights.minutes_weight_by_position.GKP	1
reach2#1,1786651296-646925,constant,weights.minutes_weight_by_position.MID	0.75
reach2#1,1786651296-646925,constant,weights.prior_half_life	0
reach2#1,1786651296-646925,constant,weights.rate_half_life	0
reach2#1,1786651296-646925,constant,weights.rest_gameweeks	2
reach2#1,1786651296-646925,constant,weights.rest_minutes_factor	0.83
reach2#1,1786651296-646925,constant,"weights.rest_players	17 items, sha 98db8aaa"
reach2#1,1786651296-646925,constant,weights.rest_regions	[] (empty)
reach2#1,1786651296-646925,constant,weights.set_piece_weight	0
reach2#1,1786651296-646925,constant,weights.tournament_absences[0].matches	6
reach2#1,1786651296-646925,constant,weights.tournament_absences[0].name	AFCON 2025 — Senegal (winners)
reach2#1,1786651296-646925,constant,"weights.tournament_absences[0].players	4 items, sha bd8f6665"
reach2#1,1786651296-646925,constant,weights.tournament_absences[1].matches	6
reach2#1,1786651296-646925,constant,weights.tournament_absences[1].name	AFCON 2025 — Nigeria (third place)
reach2#1,1786651296-646925,constant,"weights.tournament_absences[1].players	3 items, sha e65e3ff8"
reach2#1,1786651296-646925,constant,weights.tournament_absences[2].matches	6
reach2#1,1786651296-646925,constant,"weights.tournament_absences[2].name	AFCON 2025 — Morocco (hosts, semi-finalists)"
reach2#1,1786651296-646925,constant,"weights.tournament_absences[2].players	4 items, sha a13bd6b5"
reach2#1,1786651296-646925,constant,weights.tournament_absences[3].matches	6
reach2#1,1786651296-646925,constant,weights.tournament_absences[3].name	AFCON 2025 — Egypt (semi-finalists)
reach2#1,1786651296-646925,constant,"weights.tournament_absences[3].players	1 items, sha b6bd732f"
reach2#1,1786651296-646925,constant,weights.tournament_absences[4].matches	5
reach2#1,1786651296-646925,constant,weights.tournament_absences[4].name	AFCON 2025 — Ivory Coast (quarter-finalists)
reach2#1,1786651296-646925,constant,"weights.tournament_absences[4].players	4 items, sha 9ed65187"
reach2#1,1786651296-646925,constant,weights.tournament_absences[5].matches	3
reach2#1,1786651296-646925,constant,weights.tournament_absences[5].name	AFCON 2025 — group and last-16 exits
reach2#1,1786651296-646925,constant,"weights.tournament_absences[5].players	4 items, sha 52033c1b"
reach2#1,1786651296-646925,env,"FPL_SWEEP_STARTS	1,16"
reach2#1,1786651296-646925,env,FPL_SWEEP_SEASONS	default
